Model,Broad.phase.of.flight,Weather.Condition,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Year
Commander Elite,Maneuvering,VMC,1.0,0.0,0.0,0.0,2003
47G,Cruise,VMC,0.0,0.0,0.0,1.0,2003
OH-6,Takeoff,VMC,0.0,0.0,0.0,2.0,2003
AA-1A,Takeoff,VMC,2.0,0.0,0.0,0.0,2003
150K,Cruise,VMC,0.0,0.0,0.0,1.0,2003
401,Cruise,VMC,0.0,0.0,0.0,1.0,2003
182S,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
PZL-M-18,Cruise,VMC,0.0,0.0,0.0,1.0,2003
BE-60,Unknown,VMC,1.0,1.0,0.0,0.0,2003
CJ525,Unknown,VMC,0.0,0.0,0.0,4.0,2003
A-36,Unknown,VMC,0.0,0.0,0.0,6.0,2003
172K,Taxi,VMC,0.0,0.0,0.0,3.0,2003
DA5-A,Cruise,VMC,0.0,1.0,0.0,0.0,2003
7FC,Landing,VMC,0.0,0.0,0.0,3.0,2003
AT-6A,Taxi,VMC,0.0,0.0,0.0,3.0,2003
269C,Cruise,VMC,1.0,0.0,0.0,0.0,2003
HS-125-700A,Standing,VMC,0.0,0.0,0.0,6.0,2003
310R,Approach,IMC,0.0,1.0,1.0,1.0,2003
20J,Takeoff,VMC,0.0,0.0,0.0,2.0,2003
ERJ-145LR,Landing,IMC,0.0,0.0,0.0,50.0,2003
Rans S-12XL,Maneuvering,VMC,1.0,0.0,0.0,0.0,2003
390,Unknown,VMC,0.0,0.0,4.0,0.0,2003
PA-23-250,Cruise,VMC,0.0,0.0,0.0,1.0,2003
DHC-8-401,Approach,VMC,0.0,1.0,0.0,31.0,2003
172S,Landing,VMC,0.0,0.0,0.0,1.0,2003
Comp Air 6,Cruise,VMC,0.0,0.0,0.0,1.0,2003
PA-34-200,Go-around,IMC,0.0,0.0,0.0,2.0,2003
152,Landing,VMC,0.0,0.0,0.0,1.0,2003
150J,Cruise,VMC,0.0,0.0,0.0,1.0,2003
100,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
PA-23-250,Cruise,IMC,4.0,0.0,0.0,0.0,2003
M20C,Maneuvering,VMC,1.0,0.0,0.0,0.0,2003
RJ-100,Unknown,VMC,75.0,5.0,0.0,0.0,2003
1900D,Takeoff,VMC,21.0,0.0,1.0,0.0,2003
YAK-3 UR-2000,Takeoff,VMC,0.0,1.0,0.0,0.0,2003
PT-17,Standing,VMC,0.0,0.0,3.0,1.0,2003
7AC,Standing,VMC,0.0,0.0,3.0,1.0,2003
PA-28R-200,Landing,VMC,0.0,0.0,0.0,2.0,2003
206B,Cruise,VMC,0.0,1.0,0.0,0.0,2003
F-28 MK 1000,Unknown,IMC,46.0,0.0,0.0,0.0,2003
AS-350-BA,Descent,VMC,0.0,0.0,4.0,1.0,2003
Bluegrass Express,Unknown,VMC,1.0,0.0,0.0,0.0,2003
SRE,Landing,VMC,0.0,0.0,2.0,0.0,2003
Atlantica 235FG,Takeoff,VMC,0.0,0.0,1.0,0.0,2003
A-109-K2,Maneuvering,IMC,2.0,1.0,0.0,0.0,2003
150K,Landing,VMC,0.0,1.0,1.0,0.0,2003
F6F-5,Approach,VMC,2.0,0.0,0.0,1.0,2003
PA-28-140,Maneuvering,VMC,0.0,0.0,1.0,1.0,2003
Husky,Landing,VMC,0.0,0.0,0.0,2.0,2003
172S,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
717-200,Climb,VMC,0.0,0.0,0.0,87.0,2003
182H,Climb,VMC,2.0,0.0,0.0,1.0,2003
PA-34-200,Cruise,VMC,0.0,2.0,0.0,0.0,2003
757-222,Cruise,VMC,0.0,0.0,0.0,140.0,2003
M20F,Cruise,VMC,0.0,0.0,0.0,1.0,2003
S-61A,Maneuvering,VMC,0.0,2.0,0.0,0.0,2003
150M,Landing,VMC,0.0,0.0,0.0,1.0,2003
206B3,Unknown,VMC,0.0,1.0,0.0,0.0,2003
PA-38-112,Approach,VMC,0.0,0.0,0.0,1.0,2003
Avid Flyer,Climb,VMC,1.0,0.0,1.0,0.0,2003
172K,Climb,IMC,0.0,0.0,0.0,3.0,2003
414,Approach,VMC,0.0,1.0,2.0,0.0,2003
411,Unknown,VMC,0.0,0.0,0.0,6.0,2003
AT-401,Maneuvering,VMC,0.0,1.0,0.0,0.0,2003
R22B,Maneuvering,VMC,0.0,0.0,3.0,0.0,2003
MD-11-C,Cruise,VMC,0.0,0.0,0.0,142.0,2003
A188A,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
MD-11,Unknown,VMC,0.0,0.0,0.0,2.0,2003
Falcon 900EX,Cruise,VMC,0.0,1.0,0.0,5.0,2003
152,Landing,VMC,0.0,0.0,0.0,1.0,2003
YAK 52,Unknown,VMC,2.0,0.0,0.0,0.0,2003
737-83N,Taxi,IMC,0.0,0.0,0.0,79.0,2003
206L-1,Approach,VMC,1.0,3.0,0.0,0.0,2003
ME-262 Reproduction,Landing,VMC,0.0,0.0,0.0,1.0,2003
76,Takeoff,VMC,0.0,0.0,0.0,2.0,2003
Jetstream 31,Unknown,VMC,0.0,0.0,0.0,21.0,2003
F28,Unknown,VMC,0.0,2.0,0.0,74.0,2003
212,Maneuvering,VMC,0.0,2.0,0.0,0.0,2003
PA-28-180,Approach,VMC,0.0,0.0,0.0,2.0,2003
F21,Landing,VMC,0.0,0.0,0.0,1.0,2003
172,Takeoff,VMC,0.0,0.0,0.0,2.0,2003
PA-46-350P,Landing,VMC,0.0,0.0,0.0,2.0,2003
65,Cruise,VMC,0.0,0.0,0.0,4.0,2003
PA-28-181,Maneuvering,VMC,1.0,1.0,1.0,1.0,2003
172P,Maneuvering,VMC,4.0,0.0,0.0,0.0,2003
T-34B,Cruise,VMC,0.0,1.0,0.0,0.0,2003
SR-22,Maneuvering,VMC,2.0,0.0,0.0,0.0,2003
150F,Takeoff,VMC,0.0,0.0,0.0,2.0,2003
757-251,Standing,VMC,0.0,1.0,6.0,1.0,2003
175,Cruise,VMC,0.0,0.0,0.0,1.0,2003
551 (Citation II),Unknown,VMC,0.0,0.0,0.0,4.0,2003
207A,Takeoff,VMC,0.0,0.0,2.0,1.0,2003
206L-1,Cruise,VMC,0.0,0.0,0.0,5.0,2003
DHC-6-200,Landing,VMC,0.0,0.0,0.0,10.0,2003
152,Maneuvering,VMC,1.0,0.0,0.0,0.0,2003
210,Climb,VMC,0.0,0.0,0.0,4.0,2003
402C,Approach,IMC,0.0,1.0,0.0,0.0,2003
SR 20,Approach,IMC,1.0,0.0,0.0,0.0,2003
PA-28R-200,Cruise,VMC,4.0,0.0,0.0,0.0,2003
FH-1100,Cruise,VMC,0.0,0.0,1.0,0.0,2003
M20D,Landing,VMC,0.0,0.0,0.0,2.0,2003
2000,Maneuvering,VMC,1.0,0.0,0.0,0.0,2003
G-159,Unknown,VMC,3.0,11.0,0.0,0.0,2003
Twinjet 1500,Approach,VMC,1.0,0.0,0.0,0.0,2003
95,Cruise,VMC,1.0,0.0,0.0,0.0,2003
208B,Maneuvering,VMC,0.0,2.0,0.0,0.0,2003
172P,Climb,VMC,5.0,0.0,6.0,0.0,2003
PA-31T,Cruise,VMC,5.0,0.0,6.0,0.0,2003
R-22B,Standing,VMC,0.0,0.0,0.0,1.0,2003
T210L,Cruise,VMC,0.0,0.0,0.0,2.0,2003
108-2,Landing,VMC,0.0,0.0,0.0,1.0,2003
172N,Cruise,IMC,1.0,0.0,0.0,0.0,2003
8F,Cruise,VMC,0.0,1.0,0.0,0.0,2003
V35B,Cruise,VMC,2.0,0.0,0.0,0.0,2003
182R,Landing,VMC,0.0,0.0,0.0,2.0,2003
737-2M9,Unknown,VMC,0.0,0.0,0.0,93.0,2003
M337B (O-2A),Maneuvering,VMC,4.0,0.0,0.0,0.0,2003
PA-60-601P,Takeoff,VMC,2.0,0.0,0.0,0.0,2003
Cozy Mark IV,Landing,VMC,0.0,0.0,2.0,0.0,2003
152,Landing,VMC,0.0,0.0,0.0,1.0,2003
M20K,Takeoff,VMC,0.0,0.0,2.0,0.0,2003
172F,Maneuvering,VMC,0.0,0.0,0.0,2.0,2003
172M,Go-around,VMC,0.0,0.0,4.0,0.0,2003
MU-2B-60,Standing,VMC,1.0,0.0,0.0,1.0,2003
A109C,Maneuvering,VMC,1.0,0.0,0.0,0.0,2003
200,Climb,VMC,0.0,0.0,0.0,1.0,2003
208B,Standing,VMC,0.0,0.0,0.0,5.0,2003
D95A,Approach,VMC,2.0,0.0,0.0,0.0,2003
V35B,Approach,VMC,1.0,0.0,0.0,0.0,2003
PA-28-140,Approach,VMC,0.0,0.0,2.0,0.0,2003
182F,Approach,VMC,0.0,0.0,1.0,0.0,2003
206L-1,Landing,VMC,0.0,0.0,0.0,2.0,2003
172,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
EA300/L,Maneuvering,VMC,2.0,0.0,0.0,0.0,2003
737-400,Unknown,VMC,0.0,0.0,0.0,101.0,2003
PA-28-140,Landing,VMC,0.0,0.0,0.0,1.0,2003
180 B,Landing,VMC,0.0,0.0,0.0,1.0,2003
S-2B,Takeoff,VMC,0.0,1.0,0.0,0.0,2003
S-35,Landing,VMC,0.0,0.0,0.0,2.0,2003
Zodiac CH601HDS,Cruise,VMC,0.0,0.0,0.0,1.0,2003
A36,Cruise,IMC,0.0,0.0,0.0,2.0,2003
R22,Landing,VMC,0.0,0.0,0.0,2.0,2003
150,Landing,VMC,0.0,0.0,0.0,2.0,2003
A24R,Takeoff,VMC,0.0,1.0,3.0,0.0,2003
Challenger II,Approach,VMC,0.0,0.0,1.0,0.0,2003
M20J,Cruise,VMC,0.0,0.0,4.0,0.0,2003
172F,Takeoff,VMC,0.0,0.0,1.0,0.0,2003
E18S,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
188B,Unknown,VMC,0.0,0.0,0.0,1.0,2003
F35,Takeoff,VMC,0.0,0.0,1.0,0.0,2003
210L,Unknown,VMC,0.0,0.0,0.0,1.0,2003
BD 100-1A10,Cruise,VMC,0.0,0.0,0.0,4.0,2003
Rotorway Exec 90,Approach,VMC,0.0,0.0,2.0,0.0,2003
PA-24-180,Takeoff,VMC,0.0,0.0,0.0,2.0,2003
T210N,Cruise,VMC,3.0,0.0,0.0,0.0,2003
R-44,Takeoff,IMC,0.0,0.0,0.0,3.0,2003
PA-24-250,Descent,IMC,3.0,0.0,0.0,0.0,2003
AS-350BII,Takeoff,VMC,0.0,2.0,0.0,0.0,2003
PA-60,Unknown,IMC,5.0,0.0,0.0,0.0,2003
ATR72-212,Other,VMC,0.0,1.0,0.0,61.0,2003
172N,Landing,VMC,0.0,0.0,0.0,1.0,2003
A23,Descent,VMC,0.0,0.0,0.0,4.0,2003
14-19-2,Landing,VMC,0.0,0.0,0.0,2.0,2003
C23,Takeoff,VMC,0.0,0.0,0.0,2.0,2003
182,Takeoff,VMC,0.0,0.0,2.0,0.0,2003
172S,Approach,IMC,0.0,0.0,0.0,2.0,2003
182R,Landing,VMC,0.0,0.0,0.0,2.0,2003
170A,Cruise,VMC,0.0,1.0,1.0,0.0,2003
152,Landing,VMC,0.0,0.0,1.0,0.0,2003
BE-G35,Maneuvering,VMC,0.0,0.0,0.0,1.0,2003
Rans S-9,Takeoff,VMC,0.0,1.0,0.0,0.0,2003
182A,Cruise,VMC,0.0,0.0,1.0,0.0,2003
369E,Maneuvering,VMC,0.0,0.0,0.0,3.0,2003
182F,Taxi,VMC,0.0,0.0,0.0,2.0,2003
172,Go-around,VMC,0.0,0.0,2.0,0.0,2003
108-1,Landing,VMC,0.0,0.0,0.0,4.0,2003
PA-18-150,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
A-109E,Unknown,VMC,0.0,0.0,0.0,0.0,2003
R-22,Maneuvering,VMC,0.0,0.0,1.0,0.0,2003
172M,Takeoff,VMC,0.0,0.0,1.0,0.0,2003
R44,Unknown,VMC,0.0,0.0,0.0,1.0,2003
PA-31-350,Cruise,VMC,0.0,0.0,0.0,1.0,2003
P210N,Cruise,VMC,0.0,0.0,2.0,0.0,2003
Nieuport 11,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
500,Takeoff,VMC,0.0,0.0,0.0,2.0,2003
747,Unknown,VMC,0.0,0.0,0.0,0.0,2003
208,Unknown,VMC,0.0,0.0,3.0,0.0,2003
172,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
CRJ-600,Landing,IMC,0.0,0.0,0.0,29.0,2003
172N,Cruise,IMC,1.0,0.0,0.0,0.0,2003
S-71A,Landing,VMC,0.0,0.0,0.0,6.0,2003
Exec 162F,Maneuvering,VMC,0.0,1.0,0.0,0.0,2003
TBM 700,Landing,VMC,0.0,0.0,0.0,4.0,2003
140,Approach,VMC,0.0,0.0,0.0,2.0,2003
PA-31-350,Approach,VMC,0.0,0.0,1.0,0.0,2003
T210L,Maneuvering,VMC,0.0,1.0,2.0,0.0,2003
421C,Taxi,VMC,0.0,0.0,0.0,5.0,2003
SA-26AT,Landing,IMC,0.0,0.0,0.0,1.0,2003
421,Approach,IMC,3.0,4.0,0.0,0.0,2003
407,Cruise,VMC,2.0,3.0,0.0,0.0,2003
A36,Approach,IMC,0.0,0.0,3.0,0.0,2003
PA-23-250,Cruise,VMC,4.0,0.0,0.0,0.0,2003
172K,Approach,VMC,0.0,0.0,0.0,1.0,2003
R22 Beta II,Cruise,VMC,0.0,0.0,1.0,1.0,2003
AT-502B,Takeoff,VMC,0.0,0.0,1.0,0.0,2003
V35,Approach,IMC,0.0,0.0,0.0,2.0,2003
C23,Approach,VMC,0.0,0.0,1.0,0.0,2003
172P,Maneuvering,VMC,0.0,2.0,0.0,0.0,2003
172SP,Cruise,VMC,0.0,0.0,0.0,1.0,2003
PA-22-150,Maneuvering,VMC,1.0,1.0,0.0,0.0,2003
180,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
402B,Cruise,VMC,0.0,0.0,1.0,0.0,2003
172S,Takeoff,VMC,0.0,1.0,0.0,0.0,2003
AS-350-B3,Maneuvering,IMC,0.0,0.0,1.0,2.0,2003
Lake 250,Landing,VMC,1.0,0.0,0.0,0.0,2003
P-51D,Maneuvering,VMC,1.0,0.0,0.0,0.0,2003
A45,Descent,VMC,0.0,0.0,0.0,2.0,2003
PA-30,Maneuvering,VMC,2.0,0.0,0.0,0.0,2003
BD-10,Cruise,VMC,1.0,0.0,0.0,0.0,2003
182P,Landing,VMC,1.0,1.0,0.0,0.0,2003
RX-7,Approach,VMC,0.0,0.0,0.0,3.0,2003
150F,Maneuvering,VMC,0.0,0.0,0.0,2.0,2003
407,Standing,VMC,1.0,0.0,0.0,1.0,2003
310,Cruise,VMC,0.0,0.0,0.0,1.0,2003
T-8F,Landing,VMC,0.0,0.0,0.0,2.0,2003
172N,Maneuvering,VMC,2.0,0.0,0.0,0.0,2003
172RG,Maneuvering,VMC,0.0,0.0,2.0,0.0,2003
KIS TRI-R TR-1,Approach,VMC,2.0,0.0,0.0,0.0,2003
150J,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
777-223,Descent,VMC,0.0,2.0,0.0,131.0,2003
172P,Descent,VMC,1.0,0.0,0.0,0.0,2003
11B,Takeoff,VMC,1.0,0.0,0.0,1.0,2003
172N,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
PA-44-180,Takeoff,VMC,0.0,0.0,0.0,2.0,2003
PA-32-300,Cruise,IMC,1.0,0.0,0.0,0.0,2003
Concorde,Unknown,VMC,0.0,0.0,0.0,45.0,2003
182G,Cruise,VMC,1.0,0.0,0.0,0.0,2003
152,Approach,VMC,0.0,0.0,0.0,2.0,2003
RV-3,Cruise,VMC,0.0,0.0,0.0,1.0,2003
36,Maneuvering,IMC,1.0,0.0,0.0,0.0,2003
CH-801,Maneuvering,VMC,2.0,0.0,0.0,0.0,2003
411,Unknown,VMC,1.0,4.0,0.0,0.0,2003
7AC,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
206,Landing,VMC,0.0,0.0,0.0,2.0,2003
Conquest,Unknown,VMC,0.0,0.0,0.0,6.0,2003
PA-28-235,Approach,VMC,0.0,0.0,2.0,0.0,2003
PA-18-150,Takeoff,VMC,0.0,0.0,0.0,2.0,2003
TBM 700,Approach,IMC,3.0,0.0,0.0,0.0,2003
T210L,Approach,VMC,0.0,0.0,1.0,0.0,2003
152,Cruise,IMC,0.0,0.0,1.0,0.0,2003
ATR-72-212,Cruise,IMC,0.0,1.0,0.0,15.0,2003
BE-36A,Takeoff,IMC,5.0,0.0,0.0,0.0,2003
180 A,Landing,VMC,0.0,0.0,0.0,1.0,2003
PA-32-300,Cruise,IMC,4.0,3.0,0.0,0.0,2003
M20M,Takeoff,VMC,0.0,1.0,0.0,0.0,2003
280FX,Standing,VMC,0.0,0.0,0.0,1.0,2003
208,Approach,IMC,0.0,0.0,1.0,0.0,2003
690A,Takeoff,VMC,0.0,1.0,0.0,3.0,2003
Kit Fox 4,Cruise,VMC,0.0,0.0,0.0,2.0,2003
150M,Landing,VMC,0.0,0.0,0.0,1.0,2003
PA-28R-201T,Descent,IMC,2.0,0.0,0.0,0.0,2003
421C,Landing,VMC,0.0,0.0,0.0,3.0,2003
PA-32R-300,Landing,VMC,0.0,0.0,0.0,2.0,2003
208B,Takeoff,VMC,0.0,0.0,0.0,4.0,2003
PA-28-161,Takeoff,VMC,0.0,0.0,0.0,2.0,2003
172R,Landing,VMC,0.0,0.0,0.0,1.0,2003
A36,Cruise,IMC,2.0,0.0,0.0,0.0,2003
PA-34-220T,Approach,VMC,4.0,0.0,0.0,0.0,2003
SA341G,Takeoff,VMC,0.0,0.0,4.0,0.0,2003
206L-3,Cruise,VMC,0.0,0.0,0.0,3.0,2003
AS350B2,Cruise,IMC,0.0,0.0,5.0,0.0,2003
737-2T4,Unknown,VMC,102.0,1.0,0.0,0.0,2003
108-1,Cruise,VMC,0.0,0.0,1.0,0.0,2003
PA-28-180,Landing,VMC,0.0,0.0,1.0,0.0,2003
7AC,Cruise,VMC,0.0,0.0,0.0,2.0,2003
172L,Takeoff,VMC,2.0,0.0,0.0,0.0,2003
PA-46-500TP,Approach,VMC,3.0,0.0,0.0,0.0,2003
A-36,Approach,IMC,1.0,0.0,0.0,0.0,2003
PA-22/20-150,Landing,VMC,0.0,0.0,0.0,2.0,2003
B-2B,Maneuvering,VMC,0.0,0.0,0.0,1.0,2003
Firestar,Cruise,VMC,0.0,0.0,0.0,2.0,2003
23,Landing,VMC,0.0,0.0,0.0,3.0,2003
150,Landing,VMC,0.0,0.0,0.0,1.0,2003
A-1,Landing,VMC,0.0,0.0,0.0,2.0,2003
172H,Takeoff,VMC,0.0,0.0,1.0,0.0,2003
180K,Landing,VMC,0.0,0.0,0.0,1.0,2003
172P,Landing,VMC,0.0,0.0,0.0,2.0,2003
172,Cruise,VMC,0.0,0.0,0.0,2.0,2003
F.27MK 500,Landing,VMC,0.0,0.0,0.0,2.0,2003
UKS-7,Landing,VMC,0.0,0.0,0.0,2.0,2003
150K,Approach,VMC,0.0,0.0,0.0,2.0,2003
M20C,Takeoff,VMC,0.0,0.0,2.0,1.0,2003
172 M,Landing,VMC,0.0,0.0,0.0,1.0,2003
185,Takeoff,VMC,0.0,0.0,0.0,3.0,2003
R172HP,Unknown,VMC,5.0,0.0,0.0,0.0,2003
M20J,Cruise,IMC,2.0,0.0,0.0,0.0,2003
172P,Landing,VMC,0.0,0.0,0.0,2.0,2003
DISCUS-2B,Approach,VMC,0.0,0.0,0.0,1.0,2003
3NM,Approach,VMC,3.0,0.0,0.0,0.0,2003
172R,Landing,VMC,0.0,0.0,0.0,1.0,2003
PA-12,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
737-200,Unknown,VMC,0.0,0.0,0.0,0.0,2003
747-300F,Unknown,VMC,0.0,0.0,0.0,0.0,2003
PA-18,Taxi,VMC,0.0,0.0,0.0,2.0,2003
177A,Landing,VMC,0.0,0.0,0.0,1.0,2003
747-400,Unknown,VMC,0.0,0.0,0.0,0.0,2003
V35B,Landing,VMC,0.0,1.0,1.0,0.0,2003
PA-28R-200,Cruise,VMC,0.0,0.0,0.0,2.0,2003
328-300,Descent,IMC,0.0,0.0,0.0,15.0,2003
PA-28-180,Cruise,VMC,0.0,1.0,0.0,0.0,2003
PA-24-250,Cruise,VMC,0.0,1.0,0.0,1.0,2003
172G,Unknown,VMC,4.0,0.0,0.0,0.0,2003
DC-9-82,Landing,VMC,0.0,0.0,0.0,111.0,2003
R172K,Standing,VMC,1.0,0.0,0.0,1.0,2003
177,Cruise,IMC,3.0,0.0,0.0,0.0,2003
PA24,Go-around,VMC,0.0,0.0,0.0,3.0,2003
U206A,Landing,VMC,0.0,0.0,0.0,3.0,2003
150G,Cruise,VMC,0.0,0.0,0.0,1.0,2003
A-1B,Landing,VMC,0.0,0.0,0.0,1.0,2003
Steen Skybolt,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
320D,Maneuvering,IMC,1.0,1.0,0.0,0.0,2003
501,Cruise,IMC,3.0,0.0,0.0,0.0,2003
PA-38-112,Cruise,IMC,2.0,0.0,0.0,0.0,2003
SGS 1-34,Landing,VMC,0.0,0.0,0.0,1.0,2003
ASW-20,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
430,Taxi,VMC,0.0,0.0,0.0,1.0,2003
A152,Landing,VMC,0.0,0.0,0.0,2.0,2003
PA-28R,Maneuvering,VMC,0.0,0.0,0.0,2.0,2003
EMB-120ER,Takeoff,IMC,0.0,0.0,0.0,15.0,2003
172N,Cruise,IMC,3.0,0.0,0.0,0.0,2003
172M,Go-around,VMC,0.0,0.0,0.0,1.0,2003
A100,Landing,IMC,0.0,0.0,0.0,2.0,2003
Aeronca 7BCM,Maneuvering,VMC,1.0,0.0,0.0,0.0,2003
PAN,Cruise,VMC,0.0,0.0,1.0,0.0,2003
PA-34-200T,Landing,VMC,0.0,0.0,0.0,2.0,2003
208B,Cruise,VMC,0.0,0.0,1.0,0.0,2003
182K,Unknown,VMC,0.0,0.0,0.0,2.0,2003
E-90,Approach,VMC,0.0,0.0,3.0,0.0,2003
500-S,Cruise,VMC,0.0,0.0,0.0,2.0,2003
ATR-42-300,Unknown,VMC,0.0,1.0,0.0,40.0,2003
500-B,Approach,IMC,0.0,0.0,0.0,1.0,2003
M20R,Approach,VMC,1.0,0.0,0.0,0.0,2003
182S,Approach,IMC,1.0,1.0,1.0,0.0,2003
172P,Cruise,VMC,0.0,0.0,0.0,3.0,2003
PA-18-135,Landing,VMC,0.0,0.0,0.0,1.0,2003
100,Takeoff,VMC,0.0,0.0,0.0,2.0,2003
182G,Takeoff,VMC,1.0,0.0,0.0,0.0,2003
172S,Maneuvering,VMC,2.0,0.0,0.0,0.0,2003
PA-31,Unknown,VMC,0.0,0.0,0.0,1.0,2003
Great Lakes 2T-1A,Takeoff,VMC,0.0,1.0,1.0,0.0,2003
SP-95,Maneuvering,VMC,1.0,0.0,0.0,0.0,2003
7ECA,Maneuvering,VMC,0.0,2.0,0.0,0.0,2003
182R,Takeoff,VMC,1.0,1.0,0.0,0.0,2003
PA-22-150,Takeoff,VMC,0.0,0.0,0.0,3.0,2003
47D,Takeoff,VMC,0.0,0.0,1.0,1.0,2003
Navion,Landing,VMC,0.0,0.0,1.0,2.0,2003
172P,Landing,VMC,0.0,1.0,0.0,0.0,2003
FA150K,Maneuvering,VMC,0.0,0.0,0.0,1.0,2003
Starduster Too,Cruise,VMC,0.0,0.0,0.0,2.0,2003
172S,Landing,VMC,0.0,0.0,1.0,1.0,2003
PA-28-181,Landing,VMC,0.0,0.0,0.0,4.0,2003
172M,Landing,VMC,0.0,2.0,0.0,0.0,2003
EAA BI-PLANE,Takeoff,VMC,0.0,1.0,0.0,0.0,2003
STOL King,Takeoff,VMC,0.0,1.0,0.0,0.0,2003
S-61A,Maneuvering,VMC,1.0,1.0,0.0,0.0,2003
172G,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
407,Cruise,VMC,0.0,0.0,0.0,2.0,2003
A36,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
PA-28-151,Approach,VMC,0.0,0.0,0.0,2.0,2003
Commander 695,Unknown,VMC,2.0,0.0,0.0,0.0,2003
SNS-8,Maneuvering,VMC,0.0,0.0,0.0,1.0,2003
A36,Takeoff,VMC,0.0,0.0,0.0,4.0,2003
150G,Standing,VMC,0.0,0.0,0.0,1.0,2003
172B,Landing,VMC,0.0,0.0,0.0,1.0,2003
170A,Taxi,VMC,0.0,0.0,0.0,3.0,2003
717-200,Approach,VMC,0.0,1.0,22.0,60.0,2003
A185F,Maneuvering,VMC,4.0,0.0,0.0,0.0,2003
PA-28RT-201,Takeoff,VMC,0.0,0.0,1.0,1.0,2003
M-5-235C,Landing,VMC,0.0,0.0,0.0,1.0,2003
BHT-47-G3B2A,Taxi,VMC,0.0,0.0,0.0,1.0,2003
CH-7A,Climb,VMC,0.0,1.0,1.0,0.0,2003
172S,Landing,VMC,0.0,0.0,0.0,1.0,2003
162F,Cruise,VMC,0.0,0.0,0.0,1.0,2003
310,Landing,VMC,0.0,0.0,0.0,3.0,2003
407,Maneuvering,VMC,2.0,3.0,0.0,0.0,2003
172R,Cruise,IMC,1.0,0.0,0.0,0.0,2003
690B,Cruise,VMC,2.0,0.0,0.0,0.0,2003
47G,Landing,VMC,0.0,0.0,0.0,1.0,2003
F280FX,Approach,VMC,0.0,0.0,0.0,2.0,2003
PA-18-150,Landing,VMC,0.0,0.0,0.0,2.0,2003
A36,Cruise,VMC,3.0,0.0,0.0,0.0,2003
R-22B,Approach,VMC,0.0,0.0,0.0,2.0,2003
Pool Jungster I,Landing,VMC,0.0,0.0,0.0,1.0,2003
170A,Takeoff,VMC,0.0,0.0,0.0,2.0,2003
421C,Unknown,VMC,1.0,2.0,0.0,0.0,2003
PA-28-140,Landing,VMC,0.0,0.0,0.0,1.0,2003
19A,Takeoff,VMC,0.0,0.0,0.0,2.0,2003
8A,Takeoff,VMC,0.0,0.0,0.0,2.0,2003
310F,Landing,VMC,0.0,0.0,2.0,0.0,2003
A36,Takeoff,VMC,0.0,0.0,2.0,2.0,2003
V35A,Takeoff,VMC,0.0,1.0,0.0,0.0,2003
172P,Cruise,IMC,0.0,0.0,0.0,2.0,2003
190,Landing,VMC,0.0,0.0,0.0,4.0,2003
AT-401,Cruise,VMC,0.0,1.0,0.0,0.0,2003
PA-18,Approach,VMC,0.0,0.0,0.0,2.0,2003
369D,Maneuvering,VMC,0.0,0.0,0.0,2.0,2003
B-60,Cruise,IMC,0.0,1.0,0.0,0.0,2003
PA-32-300,Descent,VMC,3.0,0.0,0.0,0.0,2003
PA-28R-180,Cruise,VMC,0.0,0.0,0.0,2.0,2003
Pegazai,Landing,VMC,0.0,0.0,1.0,0.0,2003
S2R-T34,Maneuvering,VMC,0.0,0.0,0.0,1.0,2003
PA-18A-150,Maneuvering,VMC,0.0,2.0,0.0,0.0,2003
M20C,Taxi,VMC,0.0,1.0,0.0,1.0,2003
747-422,Cruise,VMC,0.0,0.0,0.0,319.0,2003
182P,Cruise,VMC,0.0,0.0,0.0,3.0,2003
T210L,Approach,VMC,0.0,0.0,0.0,1.0,2003
J3C-65,Landing,VMC,0.0,0.0,0.0,1.0,2003
R-44 II,Cruise,VMC,0.0,0.0,0.0,2.0,2003
369D,Maneuvering,VMC,0.0,0.0,0.0,2.0,2003
J3C-65,Maneuvering,VMC,0.0,2.0,0.0,0.0,2003
99,Maneuvering,VMC,0.0,0.0,0.0,1.0,2003
YOC,Landing,IMC,0.0,0.0,0.0,2.0,2003
A75N1,Landing,VMC,0.0,0.0,0.0,2.0,2003
PA-28-181,Cruise,VMC,0.0,0.0,0.0,1.0,2003
OH-58A,Takeoff,VMC,0.0,0.0,0.0,1.0,2003
